Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp
60.7,42.0,66359.32,123.28,De-engineered mobile infrastructure,Port Beth,Female,Venezuela,2016-07-05 22:33:48
37.65,32.0,79484.8,148.61,Up-sized next generation architecture,New Denisebury,Female,Afghanistan,2016-04-18 00:49:33
66.79,21.0,48376.14,200.58,Quality-focused bi-directional throughput,East Benjaminville,Male,Cambodia,2016-02-09 22:04:54
68.18,39.0,66784.81,133.2,Multi-tiered mobile encoding,Roberttown,Male,Australia,2016-02-05 19:06:01
60.75,33.0,63296.87,210.53,Optimized coherent Internet solution,New Tammy,Male,Senegal,2016-05-28 12:38:37
88.89,37.0,56394.82,106.04,Face-to-face multimedia success,West Angela,Male,Marshall Islands,2016-02-07 07:41:06
74.41,32.0,60188.38,229.88,Horizontal high-level concept,New Denisebury,Male,Turkmenistan,2016-03-30 20:23:48
37.65,36.0,48335.2,202.25,Innovative user-facing extranet,South Corey,Male,Saint Helena,2016-04-28 22:54:37
56.2,33.0,23942.61,210.53,Polarized tangible collaboration,Taylormouth,Female,Samoa,2016-04-06 05:55:43
70.92,23.0,44490.09,238.63,Managed upward-trending instruction set,West Shaun,Male,Kuwait,2016-01-16 23:37:51
66.89,43.0,43573.66,210.87,Horizontal heuristic synergy,Greghaven,Female,Barbados,2016-04-07 20:34:42
52.17,45.0,39939.39,204.22,Ergonomic empowering frame,Rickymouth,Male,Saint Helena,2016-07-11 13:23:37
44.11,38.0,63336.85,145.96,Enterprise-wide bi-directional secured line,North Garyhaven,Male,Cambodia,2016-03-23 08:52:31
77.88,30.0,70547.16,222.11,Integrated 3rdgeneration monitoring,New Tyler,Female,Bolivia,2016-02-04 03:10:17
65.56,36.0,79332.33,194.56,Optimized intermediate help-desk,Garciaside,Male,Svalbard & Jan Mayen Islands,2016-07-02 21:22:23
69.57,31.0,40478.83,228.78,Ameliorated tangible hierarchy,Port Melissastad,Male,France,2016-01-09 04:53:22
75.84,44.0,53575.48,176.7,Enhanced optimizing website,Bradshawborough,Male,Lao People's Democratic Republic,2016-05-25 20:10:02
39.85,25.0,70783.94,214.42,Enterprise-wide tangible model,West Brenda,Male,Syrian Arab Republic,2016-03-24 06:36:52
84.0,40.0,39809.69,201.29,Managed impactful definition,Bakerhaven,Male,Bolivia,2016-01-02 14:36:03
37.65,36.0,57846.68,142.23,Centralized asynchronous portal,Garciaside,Female,Zimbabwe,2016-04-28 22:54:37
84.79,43.0,68333.01,151.54,Seamless optimal contingency,Timothymouth,Female,Congo,2016-02-17 07:00:38
46.28,28.0,45716.48,172.81,Compatible systemic function,East Heatherside,Female,Bahamas,2016-02-03 23:47:56
79.81,49.0,60805.93,218.61,Versatile mission-critical application,South Blakestad,Female,Bulgaria,2016-03-31 10:44:46
78.76,37.0,48098.86,135.67,Decentralized client-driven data-warehouse,Thomasview,Female,Poland,2016-02-14 11:36:08
63.6,30.0,60372.64,198.45,Universal incremental array,South Blakestad,Female,Austria,2016-02-04 03:10:17
75.55,36.0,79332.33,136.64,Optimized intermediate help-desk,Garciaside,Male,Saint Helena,2016-04-28 22:54:37
39.85,25.0,43450.11,241.36,Enterprise-wide tangible model,Nelsonfurt,Male,Moldova,2016-06-07 23:46:51
75.55,45.0,39939.39,136.64,Phased full-range hardware,Kylieview,Male,Saint Helena,2016-02-01 09:00:55
67.26,44.0,62060.11,200.28,Cross-platform logistical pricing structure,Rhondaborough,Female,Singapore,2016-04-25 07:30:21
42.05,29.0,74166.24,228.78,Quality-focused hybrid frame,Johnstonmouth,Female,Hong Kong,2016-04-07 03:56:16
72.6,50.0,33147.19,175.37,Enterprise-wide foreground emulation,Danielview,Male,Cambodia,2016-03-28 19:48:37
80.49,34.0,46737.34,229.88,Universal bi-directional extranet,Jeremyshire,Male,Samoa,2016-03-30 20:23:48
52.68,43.0,45522.44,222.11,Horizontal heuristic synergy,Janiceview,Female,Papua New Guinea,2016-07-03 04:11:40
67.26,46.0,46500.11,124.85,Advanced full-range migration,East Breannafurt,Female,Barbados,2016-04-04 20:01:12
77.88,36.0,57846.68,171.9,Expanded radical software,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
55.6,29.0,44490.09,238.63,Function-based fault-tolerant model,West Shannon,Male,Burundi,2016-02-17 18:50:57
67.69,39.0,69784.85,211.39,Public-key asynchronous matrix,Grahamberg,Female,Poland,2016-07-23 05:21:39
54.37,35.0,39699.13,119.3,Balanced 4thgeneration success,North Kennethside,Male,Niger,2016-03-18 13:22:35
75.84,44.0,75535.14,141.89,Pre-emptive value-added workforce,Port Joshuafort,Male,Liberia,2016-06-17 09:58:46
39.85,41.0,49742.83,160.74,Focused high-level conglomeration,Mezaton,Male,Faroe Islands,2016-06-16 18:04:51
48.86,45.0,66176.97,182.65,Managed client-server access,East Breannafurt,Male,Bosnia and Herzegovina,2016-01-05 16:26:44
77.88,36.0,57846.68,142.23,Centralized asynchronous portal,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
42.44,22.0,66359.32,151.93,Extended interactive model,East Michaeltown,Female,Belize,2016-07-17 01:13:56
66.4,50.0,57877.15,233.36,Compatible intermediate concept,Olsonside,Female,Cyprus,2016-01-30 04:38:41
44.11,38.0,57877.15,154.75,Enterprise-wide bi-directional secured line,West Justin,Female,Vietnam,2016-05-09 07:13:27
58.6,50.0,48826.14,149.67,Enterprise-wide foreground emulation,Austinborough,Male,Seychelles,2016-01-04 21:48:38
85.84,34.0,32635.7,221.53,Vision-oriented methodical support,Jeremyshire,Male,Belgium,2016-02-16 07:37:28
72.03,34.0,53336.76,144.27,Polarized 6thgeneration info-mediaries,Lake Jenniferton,Male,Luxembourg,2016-03-24 06:36:52
66.4,46.0,51868.85,233.36,Advanced full-range migration,Robertstown,Female,Barbados,2016-02-03 10:40:27
54.37,43.0,37334.78,220.05,Enterprise-wide bi-directional secured line,North Ricardotown,Female,Cyprus,2016-05-09 07:13:27
60.7,22.0,28210.03,233.36,Reduced mobile structure,North Randy,Female,Czech Republic,2016-05-10 04:28:55
60.7,24.0,68962.32,195.69,Profit-focused secondary portal,Perezland,Female,Bahamas,2016-06-24 21:09:58
73.27,57.0,51013.37,168.0,Optimized coherent Internet solution,Yangside,Male,Jamaica,2016-04-28 22:54:37
71.9,49.0,65576.05,243.37,Centralized neutral neural-net,South Blakestad,Female,Qatar,2016-04-10 00:13:47
37.65,36.0,57846.68,150.77,Expanded radical software,Garciaside,Female,Belize,2016-03-08 05:48:20
77.35,35.0,39699.13,119.3,Team-oriented encompassing portal,Amandafort,Male,Switzerland,2016-03-18 13:22:35
80.49,40.0,47447.89,131.55,Managed impactful definition,Bakerhaven,Male,Rwanda,2016-06-09 21:43:05
41.73,37.0,57877.15,135.67,Face-to-face multimedia success,East Benjaminville,Male,Marshall Islands,2016-02-07 07:41:06
64.51,42.0,59419.78,242.37,Public-key disintermediate emulation,Port Beth,Male,Faroe Islands,2016-04-21 12:34:28
55.39,35.0,23942.61,127.2,Polarized tangible collaboration,North Kennethside,Female,Namibia,2016-06-20 02:25:12
41.18,36.0,57846.68,243.37,Centralized asynchronous portal,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
83.97,41.0,43450.11,142.21,Assimilated next generation firmware,Mezaton,Male,Faroe Islands,2016-03-31 13:54:51
47.0,31.0,61770.34,151.95,Public-key asynchronous matrix,West Joseph,Female,Albania,2016-01-29 05:39:16
46.28,25.0,66359.32,119.3,Quality-focused hybrid frame,Rivasland,Female,New Zealand,2016-01-05 20:58:42
37.87,38.0,63336.85,115.37,Assimilated next generation firmware,West Tanya,Male,Sierra Leone,2016-07-15 15:43:36
50.32,29.0,60575.99,120.25,Quality-focused hybrid frame,Port Sarahhaven,Female,Hong Kong,2016-04-07 03:56:16
80.99,43.0,72683.35,238.45,Secured intermediate approach,Lake Craigview,Male,Fiji,2016-04-15 15:07:17
36.87,35.0,39699.13,267.01,Phased dynamic customer loyalty,North Kennethside,Male,Guam,2016-06-20 02:25:12
80.05,36.0,79332.33,202.25,Centralized asynchronous portal,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-07-11 13:23:37
48.22,29.0,60575.99,247.05,Quality-focused hybrid frame,Robertbury,Female,Hong Kong,2016-04-07 03:56:16
41.86,36.0,69874.18,136.64,Ergonomic multi-state structure,Garciaside,Male,Saint Helena,2016-07-02 21:22:23
67.76,49.0,42993.48,218.61,Configurable interactive contingency,Port Julie,Male,Uganda,2016-03-31 10:44:46
81.56,46.0,70510.59,149.53,Up-sized secondary software,Port Jasmine,Female,Barbados,2016-06-19 09:24:35
76.76,32.0,67430.96,198.45,Reactive impactful challenge,New Denisebury,Female,Afghanistan,2016-02-04 03:10:17
42.44,23.0,61770.34,151.95,Switchable 3rdgeneration hub,West Joseph,Male,Albania,2016-04-10 14:48:35
52.17,34.0,58909.36,122.31,De-engineered mobile infrastructure,East Mike,Female,Papua New Guinea,2016-05-28 12:20:15
78.11,30.0,57594.7,162.05,Grass-roots transitional flexibility,West David,Male,Tokelau,2016-04-10 06:32:11
55.6,29.0,72209.99,238.63,Automated full-range Internet solution,Port Julie,Male,South Africa,2016-01-22 12:58:14
44.11,41.0,71455.62,108.1,Managed well-modulated collaboration,East Tiffanyport,Female,Greece,2016-06-29 10:50:45
75.55,36.0,65883.39,136.64,Centralized asynchronous portal,North Aaronburgh,Female,Svalbard & Jan Mayen Islands,2016-02-06 23:08:57
49.58,29.0,72209.99,162.46,Inverse high-level capability,West Dannyberg,Female,Burundi,2016-07-20 09:27:24
78.67,33.0,23942.61,210.53,Polarized tangible collaboration,Youngfort,Female,Greece,2016-04-04 20:01:12
70.05,37.0,66050.63,119.3,Face-to-face dedicated flexibility,Rivasland,Female,Belize,2016-01-05 20:58:42
73.1,27.0,48761.14,203.84,Synergized hybrid time-frame,Edwardsmouth,Male,Tokelau,2016-02-04 02:13:52
75.55,36.0,79332.33,136.64,Expanded radical software,South Corey,Male,Turkey,2016-04-28 22:54:37
49.21,33.0,62060.11,210.53,Polarized tangible collaboration,Youngfort,Female,Senegal,2016-06-14 19:48:34
60.7,33.0,23821.72,210.53,Seamless cohesive conglomeration,Mclaughlinbury,Female,Samoa,2016-01-21 04:30:43
55.39,39.0,46179.97,159.05,Quality-focused bi-directional throughput,East Benjaminville,Male,Luxembourg,2016-01-30 16:10:04
36.73,34.0,58909.36,122.31,Multi-layered secondary software,West Travismouth,Female,Burundi,2016-02-17 18:50:57
37.65,29.0,60575.99,228.78,Optimized attitude-oriented initiative,Port Sherrystad,Female,Hong Kong,2016-04-07 03:56:16
79.91,32.0,39699.13,198.45,Proactive client-server productivity,New Denisebury,Male,Bahrain,2016-03-30 20:23:48
56.39,24.0,64008.55,195.69,Proactive local focus group,Perezland,Female,Saudi Arabia,2016-06-24 21:09:58
66.08,47.0,46179.97,158.56,Phased leadingedge budgetary management,New Travis,Male,French Guiana,2016-05-18 03:19:03
39.85,25.0,70783.94,241.36,Quality-focused hybrid frame,West Wendyland,Male,Burkina Faso,2016-03-24 06:36:52
47.23,24.0,64008.55,222.08,Proactive encompassing paradigm,East Jessefort,Female,Austria,2016-06-24 21:09:58
64.1,36.0,79332.33,136.64,Expanded radical software,Garciaside,Male,Saint Helena,2016-04-28 22:54:37
79.57,43.0,79332.33,234.26,Enterprise-wide incremental Internet solution,Lake Craigview,Male,Burundi,2016-01-04 07:28:43
55.6,29.0,51049.47,238.63,Automated full-range Internet solution,West Dannyberg,Male,Burundi,2016-07-15 15:43:36
78.79,32.0,54806.18,149.67,Up-sized next generation architecture,New Denisebury,Male,Micronesia,2016-07-06 23:09:07
61.82,45.0,46780.09,169.4,Public-key asynchronous matrix,New Tinamouth,Female,Czech Republic,2016-05-05 11:09:29
75.55,36.0,67132.46,136.64,Innovative user-facing extranet,South Corey,Male,Saint Helena,2016-04-28 22:54:37
44.11,43.0,63450.96,156.36,Reverse-engineered well-modulated capability,Jonathanland,Female,Barbados,2016-07-03 04:11:40
73.27,32.0,43299.63,113.8,Optimized coherent Internet solution,New Denisebury,Male,Grenada,2016-07-11 13:23:37
66.89,23.0,40135.06,166.86,Public-key asynchronous matrix,New Tinamouth,Female,Peru,2016-06-15 11:56:41
63.3,29.0,60575.99,238.63,Centralized multi-state hierarchy,East Heidi,Female,Hong Kong,2016-07-20 09:27:24
46.28,44.0,51510.18,182.2,Streamlined homogeneous analyzer,Shelbyport,Female,French Southern Territories,2016-03-10 23:26:54
73.1,24.0,25603.93,195.69,Polarized attitude-oriented superstructure,Bernardton,Male,Honduras,2016-04-29 18:53:43
41.53,30.0,55336.18,105.69,Customer-focused upward-trending contingency,Estradafurt,Female,Bolivia,2016-01-02 14:36:03
50.18,32.0,65791.17,229.88,Optimized coherent Internet solution,New Denisebury,Male,Grenada,2016-05-28 12:20:15
77.44,31.0,38427.66,222.91,Cloned optimal leverage,Port Kathleenfort,Male,France,2016-05-27 05:23:26
55.6,45.0,40478.83,158.8,Right-sized value-added initiative,Mariemouth,Male,Saint Helena,2016-07-11 13:23:37
80.05,36.0,69874.18,136.64,Expanded radical software,Garciaside,Male,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
76.44,41.0,25739.09,135.67,Cross-group systemic customer loyalty,Port Jennifer,Female,Belarus,2016-05-08 08:10:10
48.22,29.0,60575.99,166.86,Quality-focused hybrid frame,East Heidi,Female,Burundi,2016-04-07 03:56:16
39.85,25.0,28357.27,129.25,Enterprise-wide tangible model,West Eduardotown,Male,Syrian Arab Republic,2016-05-03 01:09:01
42.83,35.0,41768.13,148.93,Balanced 4thgeneration success,North Kennethside,Male,Guam,2016-03-18 13:22:35
80.29,43.0,79332.33,234.26,Enterprise-wide incremental Internet solution,Jamesmouth,Male,Cameroon,2016-05-22 21:54:23
75.55,36.0,79332.33,202.25,Expanded radical software,New Rebecca,Male,Saint Helena,2016-01-22 19:43:53
82.52,32.0,60188.38,229.88,Proactive client-server productivity,New Denisebury,Male,Turkmenistan,2016-04-28 22:54:37
66.4,43.0,62060.11,182.65,Persistent even-keeled application,Lake Jonathanview,Female,Ghana,2016-06-29 07:20:46
44.11,37.0,45716.48,141.89,Enterprise-wide tangible model,Olsonside,Male,Gibraltar,2016-01-14 16:30:38
51.63,29.0,72209.99,238.63,Automated full-range Internet solution,Port Julie,Male,Cambodia,2016-07-15 15:43:36
80.49,30.0,60637.62,218.17,Function-based fault-tolerant model,Yangside,Male,Holy See (Vatican City State),2016-03-18 17:35:40
44.11,41.0,25739.09,109.34,Synergistic reciprocal attitude,Port Robin,Male,Marshall Islands,2016-03-07 20:02:51
70.2,44.0,53575.48,200.28,Robust dedicated system engine,Port Joshuafort,Male,Ethiopia,2016-06-17 09:58:46
67.69,39.0,69784.85,145.85,Optimized coherent Internet solution,West Angela,Female,Papua New Guinea,2016-06-24 21:09:58
41.49,42.0,60812.77,108.1,De-engineered mobile infrastructure,Tylerport,Female,Cote d'Ivoire,2016-01-05 16:34:31
79.82,42.0,66359.32,123.28,Public-key disintermediate emulation,Port Beth,Female,France,2016-07-05 22:33:48
85.84,34.0,77220.42,122.31,Vision-oriented methodical support,Davidton,Male,New Zealand,2016-04-29 18:53:43
80.38,45.0,58677.69,152.86,Right-sized value-added initiative,Wallacechester,Female,Lebanon,2016-07-23 05:21:39
76.44,58.0,71455.62,173.05,Extended interactive model,Rivasland,Female,Australia,2016-02-11 02:40:02
76.44,28.0,53852.85,172.81,Decentralized client-driven data-warehouse,Shelbyport,Female,Poland,2016-02-03 23:47:56
34.87,38.0,28210.03,154.75,Synergized clear-thinking protocol,North Ricardotown,Female,Cyprus,2016-06-18 17:56:32
37.65,32.0,54806.18,108.17,Up-sized next generation architecture,New Denisebury,Female,Serbia,2016-07-06 23:09:07
55.55,43.0,46239.14,212.58,Persistent even-keeled application,Lake Jonathanview,Female,Tunisia,2016-03-10 23:26:54
50.08,36.0,79332.33,194.56,Cloned optimal leverage,New Rebecca,Male,Czech Republic,2016-02-04 08:53:37
55.6,29.0,66574.0,238.63,Function-based fault-tolerant model,West Shannon,Male,Cameroon,2016-07-15 15:43:36
37.0,42.0,56593.8,242.37,Public-key disintermediate emulation,Port Beth,Male,Faroe Islands,2016-04-21 12:34:28
54.37,28.0,45716.48,196.83,Compatible systemic function,Lake Adrian,Female,Sierra Leone,2016-02-03 23:47:56
39.47,31.0,66269.49,223.28,Compatible systemic function,East Debraborough,Female,Svalbard & Jan Mayen Islands,2016-04-06 11:24:21
63.3,34.0,54324.73,221.53,Vision-oriented methodical support,Robertsonburgh,Male,Bosnia and Herzegovina,2016-01-05 00:02:53
68.18,39.0,66784.81,222.08,Streamlined next generation implementation,Jacobstad,Female,Bahamas,2016-06-09 21:43:05
66.79,28.0,45716.48,196.83,Compatible systemic function,Joechester,Male,Liberia,2016-02-03 23:47:56
79.82,26.0,72683.35,182.65,Monitored context-sensitive initiative,Troyville,Male,Fiji,2016-01-05 06:34:20
41.49,47.0,79332.33,186.98,Polarized logistical hub,East Yvonnechester,Male,Netherlands Antilles,2016-02-06 23:08:57
60.7,43.0,45522.44,113.12,Horizontal heuristic synergy,Yangside,Female,Austria,2016-03-31 10:44:46
48.86,23.0,43450.11,151.95,Public-key asynchronous matrix,West Joseph,Female,Singapore,2016-06-09 19:32:27
59.01,32.0,60188.38,229.88,Optimized coherent Internet solution,New Denisebury,Male,Grenada,2016-04-18 00:49:33
79.97,44.0,51510.18,200.28,Cross-platform logistical pricing structure,East Heatherside,Female,Peru,2016-06-17 09:58:46
76.84,33.0,56435.6,210.53,Reactive impactful challenge,West Lucas,Female,Samoa,2016-01-03 04:39:47
72.03,31.0,54725.87,212.67,Ameliorated tangible hierarchy,Jonesshire,Male,France,2016-05-27 05:23:26
66.4,46.0,46500.11,123.24,Polarized 5thgeneration matrix,Port Jasmine,Female,Barbados,2016-02-03 10:40:27
41.49,32.0,72683.35,200.58,Mandatory disintermediate utilization,Michelleside,Male,Syrian Arab Republic,2016-02-26 23:44:44
42.44,28.0,45716.48,196.83,Compatible systemic function,New Darlene,Female,Poland,2016-02-03 23:47:56
80.3,33.0,70203.74,210.53,Polarized tangible collaboration,West Rhondamouth,Female,Senegal,2016-06-14 19:48:34
79.82,25.0,70783.94,118.6,Upgradable heuristic system engine,Nelsonfurt,Male,Syrian Arab Republic,2016-06-07 23:46:51
51.95,52.0,51600.47,176.7,Enhanced optimizing website,North Elizabeth,Male,Cayman Islands,2016-01-25 07:39:41
35.0,40.0,66784.81,131.55,Managed impactful definition,Bakerhaven,Male,Senegal,2016-06-09 21:43:05
62.26,38.0,38745.29,194.56,Ergonomic multi-state structure,West Colin,Male,Korea,2016-04-18 03:41:56
91.43,25.0,71455.62,119.3,Quality-focused hybrid frame,Rivasland,Female,Guinea,2016-07-17 01:13:56
44.11,38.0,63336.85,154.75,Networked client-server solution,North Ricardotown,Male,Cameroon,2016-04-06 23:10:40
44.11,51.0,66359.32,126.44,Managed well-modulated collaboration,North Angelastad,Female,Senegal,2016-06-29 10:50:45
79.97,52.0,51600.47,176.7,Enhanced optimizing website,Jeffreyshire,Male,Lao People's Democratic Republic,2016-05-30 21:22:22
37.0,31.0,43881.73,228.78,Integrated grid-enabled budgetary management,East Debraborough,Female,Hong Kong,2016-04-06 11:24:21
73.95,38.0,63336.85,204.22,Right-sized multi-tasking solution,Joechester,Male,Jamaica,2016-04-06 23:10:40
75.84,44.0,66359.32,200.28,Cross-platform logistical pricing structure,Rhondaborough,Female,Singapore,2016-06-17 09:58:46
42.44,22.0,57877.15,217.37,Business-focused value-added definition,Hartport,Female,Eritrea,2016-03-14 06:46:14
53.38,35.0,39699.13,148.93,Managed disintermediate matrices,North Kennethside,Male,Gibraltar,2016-06-28 09:19:06
57.99,49.0,79332.33,218.61,Configurable interactive contingency,Yangside,Male,Qatar,2016-06-01 03:44:42
55.6,29.0,72209.99,238.63,Function-based fault-tolerant model,Port Julie,Male,Kuwait,2016-03-15 14:06:17
75.55,36.0,69874.18,136.64,Optimized intermediate help-desk,Garciaside,Male,Saint Helena,2016-07-11 13:23:37
41.73,42.0,59419.78,123.28,Cross-group human-resource time-frame,Port Beth,Male,Bangladesh,2016-04-21 12:34:28
54.37,31.0,66269.49,223.28,Compatible systemic function,Davieshaven,Female,Svalbard & Jan Mayen Islands,2016-04-06 11:24:21
70.92,43.0,79332.33,192.6,Enterprise-wide incremental Internet solution,Lake Craigview,Male,Kuwait,2016-04-17 19:10:56
67.69,21.0,35253.98,169.4,User-friendly upward-trending intranet,Port James,Female,Czech Republic,2016-03-18 17:35:40
83.71,35.0,39699.13,119.3,Managed disintermediate matrices,North Kennethside,Male,Saint Barthelemy,2016-01-05 04:18:46
39.85,26.0,62060.11,212.58,Expanded clear-thinking core,Kristinfurt,Female,Singapore,2016-04-15 15:07:17
81.37,37.0,45716.48,253.17,Decentralized client-driven data-warehouse,New Darlene,Female,Mozambique,2016-03-27 03:59:26
67.69,39.0,46239.14,131.29,Optimized coherent Internet solution,East Benjaminville,Female,China,2016-06-24 21:09:58
51.95,33.0,27073.27,254.05,Versatile next generation pricing structure,New Teresa,Male,France,2016-04-21 20:29:35
35.0,31.0,59422.47,194.56,Ameliorated local workforce,New Sean,Male,Timor-Leste,2016-05-22 21:54:23
89.8,33.0,63296.87,210.53,Optimized coherent Internet solution,New Teresa,Male,France,2016-04-21 20:29:35
70.09,40.0,64147.86,201.29,Seamless intangible secured line,Roberttown,Female,Bahamas,2016-06-09 21:43:05
39.85,41.0,65186.58,230.36,Managed well-modulated collaboration,Perezland,Female,Greece,2016-01-05 20:58:42
56.2,40.0,38645.4,182.11,Integrated client-server definition,Wadestad,Female,Argentina,2016-01-20 19:09:37
62.26,53.0,72683.35,152.94,Mandatory disintermediate utilization,Ericksonmouth,Male,Bosnia and Herzegovina,2016-06-16 02:01:24
75.55,36.0,79332.33,194.56,Optimized intermediate help-desk,Garciaside,Male,Jamaica,2016-04-28 22:54:37
77.88,36.0,79332.33,142.23,Expanded radical software,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
64.51,30.0,70547.16,154.02,Expanded clear-thinking core,New Tyler,Female,Bolivia,2016-02-04 03:10:17
73.1,27.0,48761.14,191.14,Multi-tiered mobile encoding,Kennedyfurt,Male,Kyrgyz Republic,2016-02-04 02:13:52
58.18,47.0,46179.97,141.89,Secured intermediate approach,Andersonchester,Male,Netherlands Antilles,2016-03-28 08:46:26
46.28,26.0,72683.35,182.65,Business-focused responsive website,Port Calvintown,Male,Fiji,2016-04-18 21:07:28
64.79,40.0,64147.86,182.11,Seamless intangible secured line,Ashleymouth,Female,Bahamas,2016-04-27 04:28:17
70.05,28.0,45716.48,196.83,Compatible systemic function,New Darlene,Female,Poland,2016-02-03 23:47:56
80.49,33.0,72683.35,178.75,Optimized coherent Internet solution,North Elizabeth,Male,Saint Lucia,2016-04-21 20:29:35
42.44,57.0,42162.9,194.95,Upgradable even-keeled challenge,Markhaven,Female,Bahamas,2016-03-12 01:39:19
44.11,55.0,52691.79,158.56,Extended interactive model,Sandrashire,Female,Greece,2016-06-29 10:50:45
39.85,46.0,54324.73,221.53,Vision-oriented methodical support,Cunninghamhaven,Male,Bosnia and Herzegovina,2016-01-05 00:02:53
65.1,33.0,23821.72,210.53,Optimized coherent Internet solution,New Teresa,Male,Senegal,2016-05-11 22:02:17
77.05,28.0,76560.59,135.18,Quality-focused hybrid frame,Rivasland,Female,Cuba,2016-03-17 22:24:02
44.11,41.0,63965.16,156.3,Ameliorated contextually-based collaboration,Perezland,Female,Greece,2016-02-26 06:00:16
68.25,31.0,66269.49,119.03,Synergized well-modulated Graphical User Interface,East Debraborough,Female,Hong Kong,2016-05-09 07:13:27
39.85,38.0,63336.85,154.75,Switchable 3rdgeneration hub,North Ricardotown,Male,Turkmenistan,2016-03-19 00:27:58
76.44,37.0,45716.48,196.83,Operative scalable emulation,East Paul,Male,Fiji,2016-01-26 03:56:18
55.55,26.0,33813.08,182.65,Quality-focused bi-directional throughput,Kristinfurt,Male,Liechtenstein,2016-03-28 09:15:58
56.3,33.0,39809.69,218.17,Focused multimedia implementation,New Teresa,Male,Saint Lucia,2016-04-21 20:29:35
81.95,27.0,46179.97,191.14,Cloned optimal leverage,West Angelabury,Male,Timor-Leste,2016-05-27 05:23:26
56.2,27.0,36037.33,191.14,Synergized hybrid time-frame,Edwardsmouth,Male,Tokelau,2016-01-30 16:10:04
38.65,32.0,60188.38,198.45,Proactive client-server productivity,New Denisebury,Male,Turkmenistan,2016-04-18 00:49:33
75.55,36.0,69874.18,136.64,Expanded radical software,New Rebecca,Male,Bouvet Island (Bouvetoya),2016-02-04 08:53:37
60.23,27.0,64008.55,239.22,Business-focused value-added definition,Richardsonmouth,Female,Cambodia,2016-01-19 12:18:13
52.17,29.0,58909.36,166.86,Quality-focused hybrid frame,East Heidi,Female,Hong Kong,2016-04-07 03:56:16
75.55,36.0,79332.33,136.64,Innovative user-facing extranet,Garciaside,Male,Saint Helena,2016-04-28 22:54:37
73.57,32.0,53700.57,219.98,Down-sized background groupware,West Amanda,Female,Mongolia,2016-04-18 00:49:33
60.7,29.0,60575.99,166.86,Quality-focused hybrid frame,Johnstonmouth,Female,Hong Kong,2016-01-06 21:43:22
41.53,30.0,18368.57,154.02,Expanded clear-thinking core,Port Anthony,Female,Bolivia,2016-03-16 20:10:53
76.83,45.0,59550.05,199.29,Public-key asynchronous matrix,Rickymouth,Female,United States Minor Outlying Islands,2016-06-20 08:34:46
37.0,31.0,66269.49,223.28,Fully-configurable incremental Graphical User Interface,Davieshaven,Female,Svalbard & Jan Mayen Islands,2016-01-10 20:18:21
74.87,23.0,71055.22,228.81,User-friendly upward-trending intranet,Catherinefort,Female,Ireland,2016-06-11 08:38:16
48.22,29.0,60575.99,238.63,Pre-emptive systematic budgetary management,Hansenmouth,Female,Hong Kong,2016-01-22 12:58:14
65.65,27.0,36037.33,209.25,Multi-tiered mobile encoding,Laurieside,Male,Cayman Islands,2016-02-04 02:13:52
78.76,36.0,57846.68,150.77,Horizontal incremental website,East Michaelland,Female,Zimbabwe,2016-03-08 05:48:20
80.22,30.0,55336.18,186.98,Versatile mission-critical application,South Blakestad,Female,Bolivia,2016-02-04 03:10:17
40.19,45.0,39939.39,229.88,Intuitive explicit firmware,Katieport,Male,Bosnia and Herzegovina,2016-02-01 09:00:55
80.38,35.0,23942.61,148.61,Reactive impactful challenge,Murphymouth,Female,Malawi,2016-04-24 01:48:21
76.02,40.0,58183.04,254.65,Polarized 5thgeneration matrix,New Frankshire,Female,Guatemala,2016-01-08 08:08:47
41.49,41.0,46473.14,176.7,Enhanced optimizing website,Alvaradoport,Male,Turkmenistan,2016-03-12 01:39:19
56.14,49.0,59448.44,218.61,Configurable interactive contingency,South Patrickfort,Male,Venezuela,2016-07-11 13:23:37
60.23,30.0,79484.8,105.69,Customer-focused upward-trending contingency,Jacobstad,Female,Austria,2016-02-04 03:10:17
32.99,45.0,39939.39,136.64,Balanced uniform algorithm,Kylieview,Male,Saint Helena,2016-02-01 09:00:55
82.38,33.0,72683.35,218.61,Focused multimedia implementation,New Teresa,Male,Saint Lucia,2016-04-21 20:29:35
35.0,40.0,66784.81,222.08,Optimized coherent Internet solution,Bakerhaven,Male,Bolivia,2016-06-09 21:43:05
56.2,33.0,23942.61,210.53,Polarized tangible collaboration,West Lacey,Female,Senegal,2016-02-11 23:45:01
69.78,29.0,60575.99,228.78,Quality-focused hybrid frame,Johnstonmouth,Female,Hong Kong,2016-04-07 03:56:16
43.41,34.0,70232.95,119.3,Phased dynamic customer loyalty,Edwardsport,Female,Austria,2016-06-17 09:58:46
